StandID;ForTyp;Structure_Class;Variant;Forest_Type;Structure_Class_Description
21527;268;2=SE;CR;Subalpine fir;Stem Exclusion (2)
21529;221;1=SI;CR;Ponderosa pine;NA
21531;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
21532;268;2=SE;CR;Subalpine fir;Stem Exclusion (2)
21533;221;5=OS;CR;Ponderosa pine;Old Forest Single Stratum (5)
21536;265;5=OS;CR;Engelmann spruce;Old Forest Single Stratum (5)
21537;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
21539;268;2=SE;CR;Subalpine fir;Stem Exclusion (2)
21540;267;1=SI;CR;Grand fir;NA
21541;268;2=SE;CR;Subalpine fir;Stem Exclusion (2)
21547;367;1=SI;CR;Whitebark pine;NA
21553;268;2=SE;CR;Subalpine fir;Stem Exclusion (2)
21554;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
21558;268;3=UR;CR;Subalpine fir;Understory Reinitiation (3)
21560;268;2=SE;CR;Subalpine fir;Stem Exclusion (2)
21565;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
21566;268;1=SI;CR;Subalpine fir;NA
21567;281;1=SI;CR;Lodgepole pine;NA
21575;268;3=UR;CR;Subalpine fir;Understory Reinitiation (3)
21576;221;3=UR;CR;Ponderosa pine;Understory Reinitiation (3)
21578;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
21584;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
21585;265;2=SE;CR;Engelmann spruce;Stem Exclusion (2)
21589;268;5=OS;CR;Subalpine fir;Old Forest Single Stratum (5)
21595;201;5=OS;CR;Douglas-fir;Old Forest Single Stratum (5)
21597;281;3=UR;CR;Lodgepole pine;Understory Reinitiation (3)
21604;221;6=OM;CR;Ponderosa pine;Old Forest Multistrata (6)
21605;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
21609;268;1=SI;CR;Subalpine fir;NA
21613;266;3=UR;CR;Engelmann spruce / subalpine fir;Understory Reinitiation (3)
21616;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
21617;268;2=SE;CR;Subalpine fir;Stem Exclusion (2)
21619;268;2=SE;CR;Subalpine fir;Stem Exclusion (2)
21623;268;2=SE;CR;Subalpine fir;Stem Exclusion (2)
21624;201;5=OS;CR;Douglas-fir;Old Forest Single Stratum (5)
21625;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
21629;268;1=SI;CR;Subalpine fir;NA
21632;268;3=UR;CR;Subalpine fir;Understory Reinitiation (3)
21633;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
21636;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
21637;268;2=SE;CR;Subalpine fir;Stem Exclusion (2)
21638;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
21641;201;1=SI;CR;Douglas-fir;NA
21642;267;3=UR;CR;Grand fir;Understory Reinitiation (3)
21643;281;1=SI;CR;Lodgepole pine;NA
21649;267;1=SI;CR;Grand fir;NA
21651;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
21653;201;1=SI;CR;Douglas-fir;NA
21654;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
21656;268;5=OS;CR;Subalpine fir;Old Forest Single Stratum (5)
21658;201;4=YM;CR;Douglas-fir;Young Forest Multistrata (4)
21661;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
21676;997;3=UR;CR;NA;Understory Reinitiation (3)
21752;997;1=SI;CR;NA;NA
21793;997;2=SE;CR;NA;Stem Exclusion (2)
21850;997;2=SE;CR;NA;Stem Exclusion (2)
21858;997;6=OM;CR;NA;Old Forest Multistrata (6)
21892;997;2=SE;CR;NA;Stem Exclusion (2)
22073;997;2=SE;CR;NA;Stem Exclusion (2)
22183;997;2=SE;CR;NA;Stem Exclusion (2)
22632;997;3=UR;CR;NA;Understory Reinitiation (3)
22671;997;3=UR;CR;NA;Understory Reinitiation (3)
22712;997;2=SE;CR;NA;Stem Exclusion (2)
22774;997;1=SI;CR;NA;NA
22843;997;2=SE;CR;NA;Stem Exclusion (2)
22865;997;2=SE;CR;NA;Stem Exclusion (2)
22866;402;2=SE;CR;Eastern redcedar / hardwood;Stem Exclusion (2)
22915;997;1=SI;CR;NA;NA
22920;997;2=SE;CR;NA;Stem Exclusion (2)
23410;997;3=UR;CR;NA;Understory Reinitiation (3)
23419;997;3=UR;CR;NA;Understory Reinitiation (3)
23425;997;2=SE;CR;NA;Stem Exclusion (2)
24194;997;2=SE;CR;NA;Stem Exclusion (2)
24219;997;2=SE;CR;NA;Stem Exclusion (2)
24241;997;2=SE;CR;NA;Stem Exclusion (2)
24281;997;2=SE;CR;NA;Stem Exclusion (2)
24304;997;3=UR;CR;NA;Understory Reinitiation (3)
24431;997;2=SE;CR;NA;Stem Exclusion (2)
24438;997;1=SI;CR;NA;NA
24479;997;1=SI;CR;NA;NA
24565;997;1=SI;CR;NA;NA
24720;997;3=UR;CR;NA;Understory Reinitiation (3)
24811;997;2=SE;CR;NA;Stem Exclusion (2)
24819;997;4=YM;CR;NA;Young Forest Multistrata (4)
25111;997;1=SI;CR;NA;NA
25138;997;2=SE;CR;NA;Stem Exclusion (2)
25199;997;2=SE;CR;NA;Stem Exclusion (2)
25227;997;2=SE;CR;NA;Stem Exclusion (2)
25271;997;2=SE;CR;NA;Stem Exclusion (2)
25303;997;2=SE;CR;NA;Stem Exclusion (2)
25311;997;2=SE;CR;NA;Stem Exclusion (2)
25313;997;2=SE;CR;NA;Stem Exclusion (2)
25373;997;2=SE;CR;NA;Stem Exclusion (2)
25759;901;2=SE;CR;Aspen;Stem Exclusion (2)
26052;122;1=SI;CR;White spruce;NA
26070;996;2=SE;CR;NA;Stem Exclusion (2)
26364;996;2=SE;CR;NA;Stem Exclusion (2)
26435;996;2=SE;CR;NA;Stem Exclusion (2)
26445;996;1=SI;CR;NA;NA
26776;997;1=SI;CR;NA;NA
26798;997;2=SE;CR;NA;Stem Exclusion (2)
27811;997;2=SE;CR;NA;Stem Exclusion (2)
27820;122;2=SE;CR;White spruce;Stem Exclusion (2)
27844;997;3=UR;CR;NA;Understory Reinitiation (3)
27873;997;1=SI;CR;NA;NA
27924;997;2=SE;CR;NA;Stem Exclusion (2)
28361;901;1=SI;CR;Aspen;NA
28427;321;3=UR;CR;Western larch;Understory Reinitiation (3)
28433;997;4=YM;CR;NA;Young Forest Multistrata (4)
28446;997;3=UR;CR;NA;Understory Reinitiation (3)
28454;901;2=SE;CR;Aspen;Stem Exclusion (2)
28459;997;2=SE;CR;NA;Stem Exclusion (2)
28462;997;2=SE;CR;NA;Stem Exclusion (2)
28564;901;2=SE;CR;Aspen;Stem Exclusion (2)
28573;703;3=UR;CR;Cottonwood;Understory Reinitiation (3)
28578;997;2=SE;CR;NA;Stem Exclusion (2)
28614;901;2=SE;CR;Aspen;Stem Exclusion (2)
28680;997;2=SE;CR;NA;Stem Exclusion (2)
28747;997;2=SE;CR;NA;Stem Exclusion (2)
28748;997;2=SE;CR;NA;Stem Exclusion (2)
28749;997;1=SI;CR;NA;NA
28751;997;2=SE;CR;NA;Stem Exclusion (2)
28771;709;2=SE;CR;Cottonwood / willow;Stem Exclusion (2)
28777;122;4=YM;CR;White spruce;Young Forest Multistrata (4)
28793;901;2=SE;CR;Aspen;Stem Exclusion (2)
28816;902;1=SI;CR;Paper birch;NA
28824;709;1=SI;CR;Cottonwood / willow;NA
28826;997;3=UR;CR;NA;Understory Reinitiation (3)
28830;997;2=SE;CR;NA;Stem Exclusion (2)
28842;901;2=SE;CR;Aspen;Stem Exclusion (2)
28843;996;2=SE;CR;NA;Stem Exclusion (2)
28864;996;3=UR;CR;NA;Understory Reinitiation (3)
28880;996;3=UR;CR;NA;Understory Reinitiation (3)
28883;901;2=SE;CR;Aspen;Stem Exclusion (2)
28901;901;2=SE;CR;Aspen;Stem Exclusion (2)
28914;997;3=UR;CR;NA;Understory Reinitiation (3)
28931;996;3=UR;CR;NA;Understory Reinitiation (3)
28942;997;2=SE;CR;NA;Stem Exclusion (2)
28943;997;1=SI;CR;NA;NA
28954;901;3=UR;CR;Aspen;Understory Reinitiation (3)
28968;703;1=SI;CR;Cottonwood;NA
28992;996;3=UR;CR;NA;Understory Reinitiation (3)
28993;901;2=SE;CR;Aspen;Stem Exclusion (2)
29001;709;1=SI;CR;Cottonwood / willow;NA
29059;996;2=SE;CR;NA;Stem Exclusion (2)
29061;997;2=SE;CR;NA;Stem Exclusion (2)
29065;901;3=UR;CR;Aspen;Understory Reinitiation (3)
29067;997;2=SE;CR;NA;Stem Exclusion (2)
29070;901;1=SI;CR;Aspen;NA
29075;996;3=UR;CR;NA;Understory Reinitiation (3)
29079;901;2=SE;CR;Aspen;Stem Exclusion (2)
29084;901;2=SE;CR;Aspen;Stem Exclusion (2)
29086;901;1=SI;CR;Aspen;NA
29090;709;2=SE;CR;Cottonwood / willow;Stem Exclusion (2)
29096;901;2=SE;CR;Aspen;Stem Exclusion (2)
29121;997;1=SI;CR;NA;NA
29125;997;2=SE;CR;NA;Stem Exclusion (2)
29128;997;3=UR;CR;NA;Understory Reinitiation (3)
29162;997;3=UR;CR;NA;Understory Reinitiation (3)
29166;901;3=UR;CR;Aspen;Understory Reinitiation (3)
29179;901;2=SE;CR;Aspen;Stem Exclusion (2)
29181;901;3=UR;CR;Aspen;Understory Reinitiation (3)
29201;901;3=UR;CR;Aspen;Understory Reinitiation (3)
29219;997;2=SE;CR;NA;Stem Exclusion (2)
29230;997;2=SE;CR;NA;Stem Exclusion (2)
29300;901;3=UR;CR;Aspen;Understory Reinitiation (3)
29325;122;4=YM;CR;White spruce;Young Forest Multistrata (4)
29334;997;3=UR;CR;NA;Understory Reinitiation (3)
29361;901;3=UR;CR;Aspen;Understory Reinitiation (3)
29377;997;3=UR;CR;NA;Understory Reinitiation (3)
29410;996;2=SE;CR;NA;Stem Exclusion (2)
29447;997;2=SE;CR;NA;Stem Exclusion (2)
29455;321;3=UR;CR;Western larch;Understory Reinitiation (3)
29472;902;2=SE;CR;Paper birch;Stem Exclusion (2)
29477;996;3=UR;CR;NA;Understory Reinitiation (3)
29478;901;3=UR;CR;Aspen;Understory Reinitiation (3)
29482;122;3=UR;CR;White spruce;Understory Reinitiation (3)
29486;901;2=SE;CR;Aspen;Stem Exclusion (2)
29494;703;2=SE;CR;Cottonwood;Stem Exclusion (2)
29496;901;3=UR;CR;Aspen;Understory Reinitiation (3)
29525;901;2=SE;CR;Aspen;Stem Exclusion (2)
29526;122;2=SE;CR;White spruce;Stem Exclusion (2)
29532;901;3=UR;CR;Aspen;Understory Reinitiation (3)
29547;996;2=SE;CR;NA;Stem Exclusion (2)
29548;997;3=UR;CR;NA;Understory Reinitiation (3)
29582;901;2=SE;CR;Aspen;Stem Exclusion (2)
29615;122;2=SE;CR;White spruce;Stem Exclusion (2)
29627;902;3=UR;CR;Paper birch;Understory Reinitiation (3)
29629;901;1=SI;CR;Aspen;NA
29633;122;2=SE;CR;White spruce;Stem Exclusion (2)
29642;901;2=SE;CR;Aspen;Stem Exclusion (2)
29780;996;1=SI;CR;NA;NA
29798;996;2=SE;CR;NA;Stem Exclusion (2)
29808;122;1=SI;CR;White spruce;NA
29831;901;2=SE;CR;Aspen;Stem Exclusion (2)
29837;902;3=UR;CR;Paper birch;Understory Reinitiation (3)
29850;902;2=SE;CR;Paper birch;Stem Exclusion (2)
29867;902;2=SE;CR;Paper birch;Stem Exclusion (2)
29961;901;3=UR;CR;Aspen;Understory Reinitiation (3)
29970;902;2=SE;CR;Paper birch;Stem Exclusion (2)
29983;997;2=SE;CR;NA;Stem Exclusion (2)
29992;997;2=SE;CR;NA;Stem Exclusion (2)
29998;996;2=SE;CR;NA;Stem Exclusion (2)
30017;996;3=UR;CR;NA;Understory Reinitiation (3)
30019;901;3=UR;CR;Aspen;Understory Reinitiation (3)
30104;997;3=UR;CR;NA;Understory Reinitiation (3)
30115;901;2=SE;CR;Aspen;Stem Exclusion (2)
30137;901;1=SI;CR;Aspen;NA
30145;997;3=UR;CR;NA;Understory Reinitiation (3)
30160;901;1=SI;CR;Aspen;NA
30194;901;2=SE;CR;Aspen;Stem Exclusion (2)
30197;997;2=SE;CR;NA;Stem Exclusion (2)
30201;997;2=SE;CR;NA;Stem Exclusion (2)
30267;997;2=SE;CR;NA;Stem Exclusion (2)
30323;997;2=SE;CR;NA;Stem Exclusion (2)
30337;996;2=SE;CR;NA;Stem Exclusion (2)
30342;997;2=SE;CR;NA;Stem Exclusion (2)
30347;901;2=SE;CR;Aspen;Stem Exclusion (2)
30353;901;1=SI;CR;Aspen;NA
30389;901;3=UR;CR;Aspen;Understory Reinitiation (3)
30401;901;3=UR;CR;Aspen;Understory Reinitiation (3)
30405;997;2=SE;CR;NA;Stem Exclusion (2)
30407;997;2=SE;CR;NA;Stem Exclusion (2)
30413;996;3=UR;CR;NA;Understory Reinitiation (3)
30423;997;3=UR;CR;NA;Understory Reinitiation (3)
30424;901;1=SI;CR;Aspen;NA
30427;997;3=UR;CR;NA;Understory Reinitiation (3)
30433;901;3=UR;CR;Aspen;Understory Reinitiation (3)
30443;901;2=SE;CR;Aspen;Stem Exclusion (2)
30448;997;1=SI;CR;NA;NA
30456;997;3=UR;CR;NA;Understory Reinitiation (3)
30457;901;3=UR;CR;Aspen;Understory Reinitiation (3)
30463;997;3=UR;CR;NA;Understory Reinitiation (3)
30469;996;3=UR;CR;NA;Understory Reinitiation (3)
30475;901;2=SE;CR;Aspen;Stem Exclusion (2)
30480;901;3=UR;CR;Aspen;Understory Reinitiation (3)
30493;901;4=YM;CR;Aspen;Young Forest Multistrata (4)
30494;997;1=SI;CR;NA;NA
30498;997;2=SE;CR;NA;Stem Exclusion (2)
30513;997;2=SE;CR;NA;Stem Exclusion (2)
30519;997;3=UR;CR;NA;Understory Reinitiation (3)
30526;901;2=SE;CR;Aspen;Stem Exclusion (2)
30534;997;2=SE;CR;NA;Stem Exclusion (2)
30546;997;3=UR;CR;NA;Understory Reinitiation (3)
30560;901;3=UR;CR;Aspen;Understory Reinitiation (3)
30586;901;4=YM;CR;Aspen;Young Forest Multistrata (4)
30595;901;3=UR;CR;Aspen;Understory Reinitiation (3)
30597;703;1=SI;CR;Cottonwood;NA
30604;997;2=SE;CR;NA;Stem Exclusion (2)
30616;996;3=UR;CR;NA;Understory Reinitiation (3)
30618;997;1=SI;CR;NA;NA
30623;901;3=UR;CR;Aspen;Understory Reinitiation (3)
30630;901;2=SE;CR;Aspen;Stem Exclusion (2)
30665;997;1=SI;CR;NA;NA
30670;997;3=UR;CR;NA;Understory Reinitiation (3)
30674;997;3=UR;CR;NA;Understory Reinitiation (3)
30678;901;2=SE;CR;Aspen;Stem Exclusion (2)
30699;997;2=SE;CR;NA;Stem Exclusion (2)
30716;709;2=SE;CR;Cottonwood / willow;Stem Exclusion (2)
30749;122;3=UR;CR;White spruce;Understory Reinitiation (3)
30852;901;3=UR;CR;Aspen;Understory Reinitiation (3)
30854;996;2=SE;CR;NA;Stem Exclusion (2)
30860;997;2=SE;CR;NA;Stem Exclusion (2)
30870;996;3=UR;CR;NA;Understory Reinitiation (3)
30876;901;3=UR;CR;Aspen;Understory Reinitiation (3)
30880;901;2=SE;CR;Aspen;Stem Exclusion (2)
30882;997;2=SE;CR;NA;Stem Exclusion (2)
30884;901;3=UR;CR;Aspen;Understory Reinitiation (3)
30889;901;1=SI;CR;Aspen;NA
30896;901;2=SE;CR;Aspen;Stem Exclusion (2)
30900;996;1=SI;CR;NA;NA
30901;901;3=UR;CR;Aspen;Understory Reinitiation (3)
30902;997;3=UR;CR;NA;Understory Reinitiation (3)
30912;901;3=UR;CR;Aspen;Understory Reinitiation (3)
30916;997;2=SE;CR;NA;Stem Exclusion (2)
30923;901;3=UR;CR;Aspen;Understory Reinitiation (3)
30925;996;3=UR;CR;NA;Understory Reinitiation (3)
30926;997;3=UR;CR;NA;Understory Reinitiation (3)
30939;901;2=SE;CR;Aspen;Stem Exclusion (2)
30944;997;2=SE;CR;NA;Stem Exclusion (2)
30950;996;2=SE;CR;NA;Stem Exclusion (2)
30954;996;2=SE;CR;NA;Stem Exclusion (2)
30964;997;2=SE;CR;NA;Stem Exclusion (2)
30969;901;3=UR;CR;Aspen;Understory Reinitiation (3)
30970;997;3=UR;CR;NA;Understory Reinitiation (3)
30977;996;1=SI;CR;NA;NA
30982;997;2=SE;CR;NA;Stem Exclusion (2)
30984;997;2=SE;CR;NA;Stem Exclusion (2)
30987;997;3=UR;CR;NA;Understory Reinitiation (3)
30995;901;2=SE;CR;Aspen;Stem Exclusion (2)
30996;996;3=UR;CR;NA;Understory Reinitiation (3)
31000;709;2=SE;CR;Cottonwood / willow;Stem Exclusion (2)
31014;901;1=SI;CR;Aspen;NA
31018;997;2=SE;CR;NA;Stem Exclusion (2)
31019;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31021;997;2=SE;CR;NA;Stem Exclusion (2)
31024;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31026;997;2=SE;CR;NA;Stem Exclusion (2)
31032;901;2=SE;CR;Aspen;Stem Exclusion (2)
31035;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31036;901;2=SE;CR;Aspen;Stem Exclusion (2)
31038;997;3=UR;CR;NA;Understory Reinitiation (3)
31040;997;3=UR;CR;NA;Understory Reinitiation (3)
31044;901;1=SI;CR;Aspen;NA
31061;901;2=SE;CR;Aspen;Stem Exclusion (2)
31065;703;2=SE;CR;Cottonwood;Stem Exclusion (2)
31067;901;2=SE;CR;Aspen;Stem Exclusion (2)
31068;996;2=SE;CR;NA;Stem Exclusion (2)
31070;901;2=SE;CR;Aspen;Stem Exclusion (2)
31071;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31076;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31085;901;2=SE;CR;Aspen;Stem Exclusion (2)
31086;703;2=SE;CR;Cottonwood;Stem Exclusion (2)
31087;901;2=SE;CR;Aspen;Stem Exclusion (2)
31090;996;1=SI;CR;NA;NA
31091;901;1=SI;CR;Aspen;NA
31102;901;2=SE;CR;Aspen;Stem Exclusion (2)
31103;122;1=SI;CR;White spruce;NA
31104;703;2=SE;CR;Cottonwood;Stem Exclusion (2)
31105;996;3=UR;CR;NA;Understory Reinitiation (3)
31106;901;2=SE;CR;Aspen;Stem Exclusion (2)
31107;901;2=SE;CR;Aspen;Stem Exclusion (2)
31111;997;1=SI;CR;NA;NA
31116;703;2=SE;CR;Cottonwood;Stem Exclusion (2)
31118;703;3=UR;CR;Cottonwood;Understory Reinitiation (3)
31120;901;2=SE;CR;Aspen;Stem Exclusion (2)
31124;996;3=UR;CR;NA;Understory Reinitiation (3)
31125;703;2=SE;CR;Cottonwood;Stem Exclusion (2)
31128;901;2=SE;CR;Aspen;Stem Exclusion (2)
31132;997;2=SE;CR;NA;Stem Exclusion (2)
31133;901;2=SE;CR;Aspen;Stem Exclusion (2)
31143;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31144;997;3=UR;CR;NA;Understory Reinitiation (3)
31149;321;2=SE;CR;Western larch;Stem Exclusion (2)
31150;520;1=SI;CR;Mixed upland hardwoods;NA
31160;997;2=SE;CR;NA;Stem Exclusion (2)
31167;901;2=SE;CR;Aspen;Stem Exclusion (2)
31169;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31172;901;2=SE;CR;Aspen;Stem Exclusion (2)
31175;709;2=SE;CR;Cottonwood / willow;Stem Exclusion (2)
31177;997;1=SI;CR;NA;NA
31179;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31185;997;2=SE;CR;NA;Stem Exclusion (2)
31188;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31192;996;2=SE;CR;NA;Stem Exclusion (2)
31193;703;3=UR;CR;Cottonwood;Understory Reinitiation (3)
31194;901;2=SE;CR;Aspen;Stem Exclusion (2)
31195;901;2=SE;CR;Aspen;Stem Exclusion (2)
31196;122;2=SE;CR;White spruce;Stem Exclusion (2)
31201;901;2=SE;CR;Aspen;Stem Exclusion (2)
31203;997;3=UR;CR;NA;Understory Reinitiation (3)
31205;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31207;996;1=SI;CR;NA;NA
31210;901;2=SE;CR;Aspen;Stem Exclusion (2)
31211;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31212;901;1=SI;CR;Aspen;NA
31217;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31219;901;2=SE;CR;Aspen;Stem Exclusion (2)
31221;901;2=SE;CR;Aspen;Stem Exclusion (2)
31227;703;3=UR;CR;Cottonwood;Understory Reinitiation (3)
31229;996;3=UR;CR;NA;Understory Reinitiation (3)
31235;901;1=SI;CR;Aspen;NA
31236;901;2=SE;CR;Aspen;Stem Exclusion (2)
31241;996;1=SI;CR;NA;NA
31244;709;2=SE;CR;Cottonwood / willow;Stem Exclusion (2)
31246;902;2=SE;CR;Paper birch;Stem Exclusion (2)
31247;901;2=SE;CR;Aspen;Stem Exclusion (2)
31249;901;2=SE;CR;Aspen;Stem Exclusion (2)
31253;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31258;997;1=SI;CR;NA;NA
31260;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31271;901;2=SE;CR;Aspen;Stem Exclusion (2)
31273;901;2=SE;CR;Aspen;Stem Exclusion (2)
31274;902;2=SE;CR;Paper birch;Stem Exclusion (2)
31275;901;2=SE;CR;Aspen;Stem Exclusion (2)
31278;902;3=UR;CR;Paper birch;Understory Reinitiation (3)
31285;709;2=SE;CR;Cottonwood / willow;Stem Exclusion (2)
31286;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31287;901;2=SE;CR;Aspen;Stem Exclusion (2)
31308;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31310;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31311;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31313;901;2=SE;CR;Aspen;Stem Exclusion (2)
31314;997;2=SE;CR;NA;Stem Exclusion (2)
31316;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31318;901;2=SE;CR;Aspen;Stem Exclusion (2)
31320;321;2=SE;CR;Western larch;Stem Exclusion (2)
31322;901;2=SE;CR;Aspen;Stem Exclusion (2)
31323;997;2=SE;CR;NA;Stem Exclusion (2)
31325;901;2=SE;CR;Aspen;Stem Exclusion (2)
31333;901;2=SE;CR;Aspen;Stem Exclusion (2)
31338;997;2=SE;CR;NA;Stem Exclusion (2)
31340;997;3=UR;CR;NA;Understory Reinitiation (3)
31341;997;1=SI;CR;NA;NA
31345;901;1=SI;CR;Aspen;NA
31347;901;1=SI;CR;Aspen;NA
31348;997;2=SE;CR;NA;Stem Exclusion (2)
31360;901;2=SE;CR;Aspen;Stem Exclusion (2)
31367;997;2=SE;CR;NA;Stem Exclusion (2)
31369;901;2=SE;CR;Aspen;Stem Exclusion (2)
31374;997;1=SI;CR;NA;NA
31378;901;2=SE;CR;Aspen;Stem Exclusion (2)
31381;901;1=SI;CR;Aspen;NA
31384;997;3=UR;CR;NA;Understory Reinitiation (3)
31397;901;2=SE;CR;Aspen;Stem Exclusion (2)
31401;997;3=UR;CR;NA;Understory Reinitiation (3)
31406;997;3=UR;CR;NA;Understory Reinitiation (3)
31417;901;2=SE;CR;Aspen;Stem Exclusion (2)
31430;997;2=SE;CR;NA;Stem Exclusion (2)
31431;901;2=SE;CR;Aspen;Stem Exclusion (2)
31436;901;6=OM;CR;Aspen;Old Forest Multistrata (6)
31437;997;2=SE;CR;NA;Stem Exclusion (2)
31442;997;1=SI;CR;NA;NA
31444;901;2=SE;CR;Aspen;Stem Exclusion (2)
31445;901;2=SE;CR;Aspen;Stem Exclusion (2)
31452;520;2=SE;CR;Mixed upland hardwoods;Stem Exclusion (2)
31454;997;2=SE;CR;NA;Stem Exclusion (2)
31469;902;1=SI;CR;Paper birch;NA
31471;997;3=UR;CR;NA;Understory Reinitiation (3)
31472;902;2=SE;CR;Paper birch;Stem Exclusion (2)
31474;901;2=SE;CR;Aspen;Stem Exclusion (2)
31475;901;2=SE;CR;Aspen;Stem Exclusion (2)
31482;709;2=SE;CR;Cottonwood / willow;Stem Exclusion (2)
31485;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31488;997;2=SE;CR;NA;Stem Exclusion (2)
31491;902;2=SE;CR;Paper birch;Stem Exclusion (2)
31492;901;2=SE;CR;Aspen;Stem Exclusion (2)
31494;901;2=SE;CR;Aspen;Stem Exclusion (2)
31503;997;1=SI;CR;NA;NA
31505;321;2=SE;CR;Western larch;Stem Exclusion (2)
31507;901;2=SE;CR;Aspen;Stem Exclusion (2)
31508;997;2=SE;CR;NA;Stem Exclusion (2)
31510;901;4=YM;CR;Aspen;Young Forest Multistrata (4)
31512;901;1=SI;CR;Aspen;NA
31513;901;2=SE;CR;Aspen;Stem Exclusion (2)
31515;901;2=SE;CR;Aspen;Stem Exclusion (2)
31516;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31519;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31526;901;2=SE;CR;Aspen;Stem Exclusion (2)
31529;902;2=SE;CR;Paper birch;Stem Exclusion (2)
31531;996;1=SI;CR;NA;NA
31533;997;2=SE;CR;NA;Stem Exclusion (2)
31536;902;2=SE;CR;Paper birch;Stem Exclusion (2)
31538;902;1=SI;CR;Paper birch;NA
31543;901;2=SE;CR;Aspen;Stem Exclusion (2)
31544;902;3=UR;CR;Paper birch;Understory Reinitiation (3)
31546;902;3=UR;CR;Paper birch;Understory Reinitiation (3)
31547;902;3=UR;CR;Paper birch;Understory Reinitiation (3)
31549;122;2=SE;CR;White spruce;Stem Exclusion (2)
31550;122;3=UR;CR;White spruce;Understory Reinitiation (3)
31553;902;2=SE;CR;Paper birch;Stem Exclusion (2)
31555;997;2=SE;CR;NA;Stem Exclusion (2)
31557;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31561;902;2=SE;CR;Paper birch;Stem Exclusion (2)
31562;902;2=SE;CR;Paper birch;Stem Exclusion (2)
31564;901;2=SE;CR;Aspen;Stem Exclusion (2)
31569;901;1=SI;CR;Aspen;NA
31570;902;2=SE;CR;Paper birch;Stem Exclusion (2)
31571;901;1=SI;CR;Aspen;NA
31572;902;1=SI;CR;Paper birch;NA
31580;996;3=UR;CR;NA;Understory Reinitiation (3)
31581;902;3=UR;CR;Paper birch;Understory Reinitiation (3)
31582;901;2=SE;CR;Aspen;Stem Exclusion (2)
31586;901;2=SE;CR;Aspen;Stem Exclusion (2)
31587;902;3=UR;CR;Paper birch;Understory Reinitiation (3)
31589;901;2=SE;CR;Aspen;Stem Exclusion (2)
31590;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31595;902;2=SE;CR;Paper birch;Stem Exclusion (2)
31597;996;2=SE;CR;NA;Stem Exclusion (2)
31599;902;2=SE;CR;Paper birch;Stem Exclusion (2)
31604;902;2=SE;CR;Paper birch;Stem Exclusion (2)
31606;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31610;901;1=SI;CR;Aspen;NA
31612;902;2=SE;CR;Paper birch;Stem Exclusion (2)
31613;902;2=SE;CR;Paper birch;Stem Exclusion (2)
31622;901;2=SE;CR;Aspen;Stem Exclusion (2)
31624;996;1=SI;CR;NA;NA
31627;902;3=UR;CR;Paper birch;Understory Reinitiation (3)
31638;901;2=SE;CR;Aspen;Stem Exclusion (2)
31643;997;3=UR;CR;NA;Understory Reinitiation (3)
31646;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31661;901;3=UR;CR;Aspen;Understory Reinitiation (3)
31670;902;3=UR;CR;Paper birch;Understory Reinitiation (3)
31680;901;3=UR;CR;Aspen;Understory Reinitiation (3)
